stroke_team,thrombolysis_rate,admissions,80_plus,onset_known,known_arrival_within_4hrs,onset_arrival_mins_mu,onset_arrival_mins_sigma,scan_within_4_hrs,arrival_scan_arrival_mins_mu,arrival_scan_arrival_mins_sigma,onset_scan_4_hrs,eligable,scan_needle_mins_mu,scan_needle_mins_sigma
team_1,0.098,500,0.3858695652173913,0.722,0.5096952908587258,4.728562088565641,0.47899521362363273,0.861878453038674,3.714085826824688,1.0919238304905934,0.7371794871794872,0.391304347826087,3.163171054690302,0.642593517142595
team_10,0.066,500,0.3248407643312102,0.706,0.4447592067988669,4.549050228583216,0.5907401468014725,0.8726114649681529,4.025885178866732,0.8920732717568228,0.7445255474452555,0.29411764705882354,2.981557149432756,0.7601939658525225
team_100,0.068,500,0.3509933774834437,0.786,0.3842239185750636,4.618872738615701,0.5669608235862608,0.8145695364238411,3.816807987188493,0.87963988390659,0.7967479674796748,0.336734693877551,3.454394666200781,0.43278206661964447
team_101,0.056,500,0.4696969696969697,0.43,0.6139534883720931,4.461981126879679,0.4650205010424285,0.9615384615384616,3.2585379567574293,0.9713723334249861,0.92,0.23478260869565218,4.107760581814152,0.6893897910485762
team_102,0.042,500,0.3588235294117647,0.582,0.584192439862543,4.580372936782439,0.49816793828207684,0.8787878787878788,3.823303220033225,1.0651817425202124,0.7724137931034483,0.17857142857142858,3.909237982263339,0.607985648764631
team_103,0.154,500,0.33858267716535434,0.974,0.5215605749486653,4.605833683143091,0.6090743703159873,0.9098360655737705,4.002542086263468,0.8380220047097068,0.7117117117117117,0.43670886075949367,3.245698540870294,0.6827121051716861
team_104,0.1,500,0.3900414937759336,0.712,0.6769662921348315,4.61569420498787,0.5206730028981675,0.8478260869565217,3.793031473856804,0.9158375258115162,0.7897435897435897,0.2662337662337662,3.7055705877750493,0.799592041493115
team_105,0.162,500,0.3970149253731343,1.0,0.67,4.667779257610658,0.5216349895481178,0.8895522388059701,3.8738250733625126,0.9150120421711867,0.6476510067114094,0.39378238341968913,3.6259861128478974,0.5179333146108653
team_106,0.13,500,0.42105263157894735,0.69,0.4405797101449275,4.705160193459466,0.5783280276845288,0.9444444444444444,3.1177311604643094,0.9848455475006733,0.8970588235294118,0.45081967213114754,3.9000070660027046,0.590250332909588
team_107,0.054,500,0.3387096774193548,0.652,0.5705521472392638,4.6138820458162995,0.5839456385054778,0.8579881656804734,4.035140176413515,0.9108992098016262,0.6758620689655173,0.22448979591836735,3.732985329499951,0.4883092263531565
team_108,0.092,500,0.28378378378378377,0.796,0.5577889447236181,4.6042571223712585,0.5293299425449545,0.9406392694063926,3.457411299648449,1.138507489598291,0.7815533980582524,0.2732919254658385,3.087034330860394,0.6995227975719168
team_109,0.072,500,0.32954545454545453,0.546,0.6446886446886447,4.429127692709619,0.5198737148346309,0.9161290322580645,3.5718900869977603,0.7140097686079059,0.9225352112676056,0.20610687022900764,3.4289129801254523,0.4813098521222209
team_11,0.092,500,0.25,0.814,0.41277641277641275,4.785280690328508,0.41612736559855223,0.9107142857142857,3.7532569079137135,0.8015509631330524,0.8104575163398693,0.3548387096774194,3.38998431443665,0.7514157942964694
team_110,0.054,500,0.4279835390946502,0.688,0.7063953488372093,4.5532370346457505,0.4793323486682479,0.9465020576131687,4.064482664326759,0.7156289783575184,0.8304347826086956,0.14136125654450263,3.56714221905093,0.6856873217560706
team_111,0.086,500,0.5077720207253886,0.624,0.6185897435897436,4.679053015702644,0.503937994929597,0.9836956521739131,3.3863133945477046,0.7012040303078575,0.9171270718232044,0.24096385542168675,3.7300588400206274,0.6097315303314234
team_112,0.114,500,0.5901639344262295,0.514,0.7120622568093385,4.598121823868181,0.5793853836454624,0.9364161849710982,3.9301980448281064,0.804927357884005,0.7654320987654321,0.4032258064516129,3.890607934697899,0.7897963560922718
team_113,0.066,500,0.37341772151898733,0.488,0.6475409836065574,4.530502885504677,0.5128932237790984,0.8266666666666667,4.341575911312766,0.7184252214670065,0.6693548387096774,0.3253012048192771,3.8888424080172976,0.49386156662659647
team_114,0.086,500,0.5321100917431193,0.89,0.4898876404494382,4.6948454424369865,0.4574690888838854,0.9483568075117371,3.9529176970472037,0.8581661261731506,0.7574257425742574,0.24183006535947713,3.5306670637466353,0.713336187743413
team_115,0.098,500,0.2777777777777778,0.726,0.49586776859504134,4.710140732065933,0.4756130651261639,0.9075144508670521,4.000615799954607,1.1195202947319742,0.6305732484076433,0.41414141414141414,3.2586927756076247,0.5302910664996271
team_116,0.072,500,0.3867403314917127,0.682,0.530791788856305,4.465782125044557,0.522326475500583,0.8764044943820225,3.707688699585492,1.110087207121093,0.8076923076923077,0.2777777777777778,3.5523671826571572,0.7068366451858918
team_117,0.062,500,0.3508771929824561,0.516,0.6627906976744186,4.625163431886544,0.5816251940911552,0.8214285714285714,4.346169394172468,0.8872362238325413,0.5507246376811594,0.35526315789473684,3.3476221507480024,0.5636093588789226
team_118,0.092,500,0.3651685393258427,0.552,0.644927536231884,4.702086351967888,0.46580215664874314,0.8370786516853933,3.992937532226558,0.8499397749395616,0.7449664429530202,0.3963963963963964,3.4804351298504255,0.7665349277022531
team_119,0.14,500,0.39622641509433965,0.776,0.6829896907216495,4.728158737399261,0.4534522817002903,0.9768339768339769,3.5567248069540223,0.7004064608754768,0.8932806324110671,0.28761061946902655,3.3026964422452623,0.7873836797610111
team_12,0.114,500,0.3333333333333333,0.594,0.5858585858585859,4.64029063949335,0.5808784116368794,0.8461538461538461,3.40659727222724,1.0274603072767403,0.8321678321678322,0.453781512605042,3.3617836248767508,0.5973662241404083
team_120,0.074,500,0.375,0.762,0.5249343832020997,4.789844969712307,0.392411964649732,0.8229166666666666,3.9901102997596887,1.1271896207255174,0.620253164556962,0.29591836734693877,3.7440721329368007,0.44540608064415566
team_121,0.11,500,0.25,0.608,0.47368421052631576,4.606658555203926,0.7656972280340202,0.8380281690140845,3.835237392171492,0.9315793954537388,0.7394957983193278,0.5568181818181818,3.697593418019611,0.5524978623075545
team_13,0.148,500,0.45217391304347826,0.764,0.6020942408376964,4.6030050447576505,0.551438272106418,0.8820960698689956,3.779926427832937,0.926291617827589,0.801980198019802,0.42592592592592593,3.7209301690994474,0.5449149527445575
team_14,0.094,500,0.36486486486486486,0.688,0.43023255813953487,4.650683165545695,0.4540532787702036,0.9712230215827338,3.5757382577527457,0.824735953784656,0.8962962962962963,0.35537190082644626,3.279678499372858,0.5335202606372174
team_15,0.076,500,0.3821138211382114,0.8,0.615,4.63330576065959,0.5196107035579602,0.831275720164609,4.038229214718263,0.9261580401788985,0.7277227722772277,0.23129251700680273,3.4477756103426196,0.6342113488760953
team_16,0.034,500,0.5094339622641509,0.58,0.36551724137931035,4.833198024377585,0.5188779073399646,0.8229166666666666,4.630661238657662,0.8066229261074773,0.4177215189873418,0.36363636363636365,3.395467025501159,0.5902326862204278
team_17,0.132,500,0.26627218934911245,0.642,0.5264797507788161,4.696144476089096,0.49802284680944453,0.9519230769230769,3.5072699195958457,0.7681705854296039,0.8282828282828283,0.4268292682926829,2.928524150995731,0.6470372284076504
team_18,0.094,500,0.3819444444444444,0.644,0.4472049689440994,4.663456754879217,0.46823061691053464,0.9482758620689655,3.3934738128536175,1.034355168966479,0.8727272727272727,0.3541666666666667,3.5518803493137536,0.42092126800643254
team_19,0.076,500,0.4152046783625731,0.576,0.59375,4.576865617548771,0.5336156101965113,0.9473684210526315,3.866623085756217,0.9090266506372435,0.7592592592592593,0.2845528455284553,3.917489449053861,0.5567129549006204
team_2,0.074,500,0.40384615384615385,0.458,0.6812227074235808,4.646900225949845,0.5049381693504299,0.9215686274509803,3.2643418767400707,0.8190081098610882,0.900709219858156,0.29133858267716534,3.6327206509232197,0.5551781093426255
team_20,0.136,500,0.4507042253521127,0.764,0.5575916230366492,4.5754675873008175,0.4959822487896495,0.919431279620853,3.871432298749854,0.8980452209139032,0.8092783505154639,0.39490445859872614,3.254857515885178,0.8270826585985703
team_21,0.148,500,0.44976076555023925,0.682,0.6129032258064516,4.67089196415941,0.4516624629743035,0.9278846153846154,3.610578175098692,1.0160577728287554,0.8393782383419689,0.4444444444444444,3.605475620852057,0.5651151062617306
team_22,0.112,500,0.3532608695652174,0.69,0.5333333333333333,4.677548865032867,0.5196167709478572,0.9636363636363636,3.667202080163332,1.1349296996812919,0.7295597484276729,0.3448275862068966,2.9353528059734524,0.8825534548959187
team_23,0.066,500,0.4101123595505618,0.604,0.5894039735099338,4.6592395520784695,0.5136411822131958,0.9096045197740112,3.7087086334536146,1.0188219426334222,0.7888198757763976,0.2283464566929134,3.64397428729185,0.4520381376673828
team_24,0.09,500,0.3401360544217687,0.8,0.3675,4.745340190441691,0.5104102918443678,0.9344262295081968,3.678253249526628,0.9614506258080233,0.7280701754385965,0.3253012048192771,3.5996846094501405,0.4445791104699491
team_25,0.138,500,0.4309623430962343,0.81,0.5901234567901235,4.5470836146001,0.6051008951755634,0.9527896995708155,3.9507387342406517,0.9400301378069921,0.7387387387387387,0.3597560975609756,3.319326183007392,0.6604502151919672
team_26,0.082,500,0.4731182795698925,0.682,0.5454545454545454,4.683249797652573,0.5123373720887717,0.8920454545454546,3.9651043770588887,0.8995763277426531,0.7643312101910829,0.325,3.7768652905417275,0.5204289611439071
team_27,0.094,500,0.4321608040201005,0.744,0.5349462365591398,4.643372639425075,0.5499701134415133,0.9010416666666666,3.222850059011566,1.1195166818519597,0.8497109826589595,0.3197278911564626,3.4270140494874384,0.6600512130113132
team_28,0.162,500,0.4146341463414634,0.996,0.3293172690763052,4.585386018069162,0.7013904348560911,0.9423076923076923,3.0389551286284333,1.1399442095588437,0.8639455782312925,0.5590551181102362,3.6370675373136283,0.5215542518078223
team_29,0.094,500,0.46987951807228917,0.614,0.5407166123778502,4.673408740381234,0.4749443495920969,0.8823529411764706,3.7638330140397067,1.0546886272318077,0.7481481481481481,0.38613861386138615,3.6217837192044637,0.47562443622086875
team_3,0.116,500,0.3425414364640884,0.824,0.4393203883495146,4.619165564083072,0.5987468199079983,0.9176470588235294,3.757996687127604,0.7990344991613845,0.8141025641025641,0.4015748031496063,3.039355054560624,0.7905883484053523
team_30,0.088,500,0.3235294117647059,0.6,0.68,4.508510778672311,0.5164898340024395,0.8712871287128713,4.198979638380799,0.7895192879167674,0.7727272727272727,0.3014705882352941,3.9710130292103774,0.9571937644444807
team_31,0.122,500,0.3487394957983193,0.578,0.8235294117647058,4.540830215229091,0.5414984129069257,0.8304347826086956,3.6512278242096494,1.0031789292610602,0.8115183246073299,0.3419354838709677,3.269585639732578,0.7260104602426297
team_32,0.066,500,0.37572254335260113,0.456,0.7587719298245614,4.509274308978211,0.5015731072018903,0.8975903614457831,4.104970785544406,0.7755422756668284,0.7651006711409396,0.2543859649122807,3.1942204421507796,1.1036794901450355
